0ccaf30933840e48ad50cde884c8c6d5.jpg,"A hyperrealistic, studio-quality macro photograph of a gently curving water wave seen from the side against a pure white background, with small air bubbles rising in clear turquoise water. Sharp focus, high depth of field, extremely clean lighting, crisp reflections on the water’s surface, minimalistic composition, ultra-high-definition, highly detailed, photorealistic, volumetric translucence, professional editorial style.","(cartoon, anime, painting, drawing, illustration, lowres, pixelated, blurry, overexposed, underexposed, ugly, deformed, watermark, signature, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
0cec52af1f1dacd904b69f3f7479266f.jpg,"A hyperrealistic, macro photograph capturing intricately swirling, gnarled wood grain shapes against a dark background, with polished edges and rich warm tones. The twisted wooden patterns exhibit organic curves, deep crevices, and subtle highlights, showcasing natural textures and a cinematic close-up perspective. Ultra-high-definition, photorealistic, highly detailed, editorial style.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
1d5e1b2b3da9e8f242c0e48eefae8333.jpg,"A hyperrealistic, underwater scene with golden sunlight filtering through crystal-clear blue water, creating shimmering light patterns on the sandy ocean floor. Small air bubbles drift upward, showcasing warm, reflective highlights and a serene ambiance. Ultra-high-definition, cinematic close-up perspective, photorealistic details, editorial style.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
1db28b26a51379970aa82e0dabd7c251 Kopie.jpg,"A hyperrealistic, macro photograph of thick, transparent ice with intricate white cracks and a cool turquoise tint, showing fine crystalline textures and swirling, organic patterns. Cinematic close-up perspective, ultra-high-definition detail, photorealistic, editorial style, sharp focus.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
1e6812e18af3a45ec02bae39d69a2864 Kopie.jpg,"A hyperrealistic scene of swirling flames in vivid orange, blue, and purple tones, forming a dynamic ring around a dark central void. Thin, wispy smoke trails mix fluidly with the fire, creating a dramatic contrast and luminous glow. Ultra-high-definition, photorealistic detail, editorial style, cinematic lighting, sharp focus.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
2b100c1ecf5a8ccf0568d1578c3a67ba Kopie.jpg,"A hyperrealistic, intense display of blazing orange and yellow flames completely filling the frame, featuring swirling smoke-like patterns and bright, fiery highlights. Ultra-high-definition, photorealistic detail, cinematic lighting, editorial style, crisp focus, vivid warmth.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
3 Bildschirm­foto 2023-12-13 um 11.49.05,"A vintage black-and-white photograph capturing a historical city scene with uniformed men standing beside horse-drawn delivery carts in a courtyard, framed by ornate 19th-century European architecture. The image has an early-1900s film aesthetic, rich grayscale tones, editorial style, high resolution, and meticulously detailed period uniforms, evoking an authentic old-world atmosphere.","(cartoon, anime, painting, color, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
3b29fe2bbe3aa2ad4ccfbde3d60da11f Kopie.jpg,"A hyperrealistic, macro photograph of swirling, translucent chiffon-like folds in warm peach and honey tones, capturing delicate, wave-like textures and subtle backlighting. Crisp details, editorial style, cinematic glow, ultra-high-definition, photorealistic.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
3e39e3cb4fa14d08efadd84d0ed37341 Kopie.jpg,"A hyperrealistic, close-up underwater shot of a small golden-orange translucent seahorse with delicate spines and a semi-transparent fin, softly illuminated by sunlight filtering through the water. Surrounded by lush, detailed coral and gentle floating particles, resulting in a serene, cinematic composition. Ultra-high-definition, photorealistic detail, editorial style.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
3fba3693d910f94bb024d78fb6dd1a95 Kopie.jpg,"A hyperrealistic, close-up underwater photograph of a translucent shrimp with glowing bioluminescent speckles in vivid blues and oranges, set against a dark, softly blurred background. Fine details of its carapace and antennae shine under subtle, deep-sea lighting, creating a mesmerizing, cinematic composition. Ultra-high-definition, photorealistic, editorial style.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
4b5801dcc6a43d526d836b9953754fcd Kopie.jpg,"A hyperrealistic, close-up photograph of floating soap bubbles with iridescent rainbow reflections, set against a dark, softly blurred background. Each bubble shows crisp details of reflective surfaces, highlighting vibrant color shifts and subtle environmental mirrors. Ultra-high-definition, photorealistic quality, editorial style, cinematic lighting.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
5a318311fb9a1cc05f5ef0ff0dc54a72 Kopie.jpg,"A hyperrealistic, close-up photograph of a curling ocean wave at golden hour, with the warm sunlight streaming through the translucent water. The glowing wave crest sparkles against a tranquil tropical shoreline in the background, featuring lush foliage and a soft, cinematic ambiance. Ultra-high-definition, photorealistic, editorial style, crisp focus, vibrant reflections.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
5e5376c51e801754a31aafc08ea14a56 Kopie.jpg,"A hyperrealistic underwater scene viewed from below, showcasing the silhouettes of several sharks gracefully circling against the sunlit surface. Crisp lens flares and shimmering light beams highlight the serene blue tones of the water. Ultra-high-definition, photorealistic, editorial style, cinematic lighting, sharp focus.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
7f364e962f41efe7429327c75677ea7d.jpg,"A hyperrealistic, close-up macro photograph of a rugged tree trunk with deep cracks and grooves, covered in patches of lush green moss. Subtle natural lighting emphasizes the textured bark and vibrant moss details, creating a rich contrast. Ultra-high-definition, photorealistic quality, editorial style, cinematic clarity.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
9d7dd0a77d1250821eb74070cb2bdcb9 Kopie.jpg,"A hyperrealistic, close-up macro photograph of three delicate dandelion seed heads, perfectly round with feathery white seeds, set against a softly blurred background of muted greens and browns. Ultra-high-definition, photorealistic detail, editorial style, cinematic lighting, crisp focus, showcasing the intricate texture of each seed.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts"
47d279d85df3505edf63edec91d7f1b7.jpg,"A hyperrealistic, nighttime ocean scene capturing a whale's tail breaching the surface beneath a large glowing full moon. Dark, tranquil waters shimmer under the moonlight, with droplets cascading off the tail fin. Ultra-high-definition, photorealistic detail, editorial style, cinematic lighting, crisp focus.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
02437f1b99d252972039a273b5ddeea3.jpg,"A hyperrealistic, close-up shot of intense orange and red flames with swirling shapes and glowing embers, set against a dramatic dark background. Ultra-high-definition, photorealistic details, editorial style, cinematic lighting, and crisp focus, capturing the dynamic energy and heat of the fire.","(cartoon, anime, painting, illustration, lowres, blurry, deformed, watermark, text, 3D render, CGI, grainy, fake, unrealistic, logo, artifacts)"
5585f55d0d1f3a23629fceaa2894c114.webp,"A hyperrealistic, ultra-high-definition macro photograph of flowing golden silk fabric with elegant, smooth folds and a lustrous satin finish. The fabric shines with rich golden highlights and soft shadows, capturing fine texture and fluid motion. Studio lighting emphasizes the reflective surface and gentle curvature of the material, creating a luxurious and minimalist abstract composition. Photorealistic detail, editorial style, cinematic close-up.","(cartoon, anime, illustration, drawing, painting, 3D render, CGI, lowres, blurry, grainy, deformed, unrealistic, watermark, text, logo, artifacts)"
